name,number,game_id,place,date
"Квиз, плиз!.jpeg ",#4,62199,Old School Pub,"23 августа, Среда"
[кино и музыка] ,#139,62193,Резиденция,"22 августа, Вторник"
"Квиз, плиз! ",#869,62206,Chesterfield Bar,"22 августа, Вторник"
[про кино] 2000-х ,#2,61683,Chesterfield Bar,"21 августа, Понедельник"
"Квиз, плиз! ",#869,62192,Резиденция,"21 августа, Понедельник"
Music party [стрим] 90-х ,#2,62216,"Везде, где есть интернет","20 августа, Воскресенье"
"Квиз, плиз! ",#868,61680,Chesterfield Bar,"20 августа, Воскресенье"
"Квиз, плиз!.jpeg ",#4,61667,Резиденция,"20 августа, Воскресенье"
[кино и музыка] ,#139,61682,Chesterfield Bar,"20 августа, Воскресенье"
"Квиз, плиз! ",#868,61679,Chesterfield Bar,"19 августа, Суббота"
"Квиз, плиз! [стрим] ",#359,62215,"Везде, где есть интернет","19 августа, Суббота"
[путешествия] ,#6,61858,"Дорогая, я перезвоню","19 августа, Суббота"
"Квиз, плиз! ",#867,61666,Резиденция,"19 августа, Суббота"
[новички] ,#867,61681,Chesterfield Bar,"19 августа, Суббота"
[кино и музыка] ,#139,61665,Резиденция,"18 августа, Пятница"
"Квиз, плиз! ",#868,61678,Chesterfield Bar,"18 августа, Пятница"
"Квиз, плиз! ",#868,61672,CLUB LIBERTY BAR,"18 августа, Пятница"
"Квиз, плиз! [стрим] ",#358,62214,"Везде, где есть интернет","18 августа, Пятница"
"Квиз, плиз!.jpeg ",#4,61673,Известия Hall,"18 августа, Пятница"
"Квиз, плиз! ",#867,61674,Papa' S Bar & Grill,"18 августа, Пятница"
[кино и музыка] ,#139,61664,Резиденция,"17 августа, Четверг"
[путешествия] ,#6,61669,MT Music Bar,"17 августа, Четверг"
"Квиз, плиз! ",#866,61856,"Дорогая, я перезвоню","17 августа, Четверг"
"Квиз, плиз! ",#867,61677,Chesterfield Bar,"17 августа, Четверг"
"Квиз, плиз! ",#867,61671,CLUB LIBERTY BAR,"17 августа, Четверг"
[новички] ,#866,61663,Резиденция,"16 августа, Среда"
[сериалы] ,#7,61670,Old School Pub,"16 августа, Среда"
"Квиз, плиз! ",#866,61676,Chesterfield Bar,"16 августа, Среда"
"Квиз, плиз! ",#866,61675,Chesterfield Bar,"15 августа, Вторник"
Кино и музыка [новички] ,#138,61662,Резиденция,"15 августа, Вторник"
"Квиз, плиз! ",#866,61658,Резиденция,"14 августа, Понедельник"
"Квиз, плиз!.jpeg ",#4,61613,Chesterfield Bar,"14 августа, Понедельник"
"Квиз, плиз! ",#865,61487,Chesterfield Bar,"13 августа, Воскресенье"
Кино и музыка [стрим] ,#85,61661,"Везде, где есть интернет","13 августа, Воскресенье"
[18+] ,#7,61472,Резиденция,"13 августа, Воскресенье"
[кино и музыка] ,#138,61486,Chesterfield Bar,"13 августа, Воскресенье"
"Квиз, плиз! ",#865,61485,Chesterfield Bar,"12 августа, Суббота"
"Квиз, плиз! [стрим] ",#357,61660,"Везде, где есть интернет","12 августа, Суббота"
[сериалы] ,#7,61476,"Дорогая, я перезвоню","12 августа, Суббота"
"Квиз, плиз! ",#864,61471,Резиденция,"12 августа, Суббота"
[новички] ,#864,61484,Chesterfield Bar,"12 августа, Суббота"
[music party] ,#8,61479,CLUB LIBERTY BAR,"11 августа, Пятница"
"Квиз, плиз! ",#865,61483,Chesterfield Bar,"11 августа, Пятница"
"Квиз, плиз! ",#865,61470,Резиденция,"11 августа, Пятница"
"Квиз, плиз! [стрим] ",#356,61659,"Везде, где есть интернет","11 августа, Пятница"
"Квиз, плиз! ",#864,61477,Papa' S Bar & Grill,"11 августа, Пятница"
[кино и музыка] ,#138,61469,Резиденция,"10 августа, Четверг"
[сериалы] ,#7,61474,MT Music Bar,"10 августа, Четверг"
"Квиз, плиз! ",#863,61478,CLUB LIBERTY BAR,"10 августа, Четверг"
"Квиз, плиз! ",#864,61475,"Дорогая, я перезвоню","10 августа, Четверг"
"Квиз, плиз! ",#864,61482,Chesterfield Bar,"10 августа, Четверг"
[18+] ,#7,61473,Old School Pub,"9 августа, Среда"
[новички] ,#863,61468,Резиденция,"9 августа, Среда"
"Квиз, плиз! ",#863,61481,Chesterfield Bar,"9 августа, Среда"
[кино и музыка] ,#138,61467,Резиденция,"8 августа, Вторник"
"Квиз, плиз! ",#863,61480,Chesterfield Bar,"8 августа, Вторник"
[сериалы] ,#7,61286,Chesterfield Bar,"7 августа, Понедельник"
"Квиз, плиз! ",#863,61466,Резиденция,"7 августа, Понедельник"
Дисней [стрим] ,#1,61539,"Везде, где есть интернет","6 августа, Воскресенье"
"Квиз, плиз! ",#862,61077,Chesterfield Bar,"6 августа, Воскресенье"
[назад в 2000-е] ,#4,61030,Резиденция,"6 августа, Воскресенье"
[кино и музыка] ,#138,61076,Chesterfield Bar,"6 августа, Воскресенье"
"Квиз, плиз! ",#862,61075,Chesterfield Bar,"5 августа, Суббота"
"Квиз, плиз! [стрим] ",#355,61465,"Везде, где есть интернет","5 августа, Суббота"
"Квиз, плиз! ",#861,61079,"Дорогая, я перезвоню","5 августа, Суббота"
"Квиз, плиз! [зумеры vs бумеры] ",#2,61029,Резиденция,"5 августа, Суббота"
[18+] ,#7,61074,Chesterfield Bar,"5 августа, Суббота"
[кино и музыка] ,#138,61082,CLUB LIBERTY BAR,"4 августа, Пятница"
"Квиз, плиз! ",#861,61028,Резиденция,"4 августа, Пятница"
"Квиз, плиз! ",#862,61073,Chesterfield Bar,"4 августа, Пятница"
"Квиз, плиз! [стрим] ",#354,61464,"Везде, где есть интернет","4 августа, Пятница"
"Квиз, плиз! ",#861,61081,Papa' S Bar & Grill,"4 августа, Пятница"
[18+] ,#7,61084,MT Music Bar,"3 августа, Четверг"
[кино и музыка] ,#138,61026,Резиденция,"3 августа, Четверг"
[про историю] ,#3,61080,"Дорогая, я перезвоню","3 августа, Четверг"
"Квиз, плиз! ",#861,61072,Chesterfield Bar,"3 августа, Четверг"
"Квиз, плиз! ",#861,61083,CLUB LIBERTY BAR,"3 августа, Четверг"
"Квиз, плиз! ",#860,61071,Chesterfield Bar,"2 августа, Среда"
"Квиз, плиз! [зумеры vs бумеры] ",#2,61078,Old School Pub,"2 августа, Среда"
Кино и музыка [новички] ,#137,61025,Резиденция,"2 августа, Среда"
[новички] ,#860,61023,Резиденция,"1 августа, Вторник"
"Квиз, плиз! ",#860,61022,Chesterfield Bar,"1 августа, Вторник"
[про историю] ,#3,60842,Резиденция,"31 июля, Понедельник"
"Квиз, плиз! ",#860,61017,Chesterfield Bar,"31 июля, Понедельник"
"Квиз, плиз! ",#859,60694,Chesterfield Bar,"30 июля, Воскресенье"
Кино и музыка [стрим] ,#84,61021,"Везде, где есть интернет","30 июля, Воскресенье"
[назад в 2000-е] ,#4,60677,Резиденция,"30 июля, Воскресенье"
"Квиз, плиз! [зумеры vs бумеры] ",#2,60693,Chesterfield Bar,"30 июля, Воскресенье"
"Квиз, плиз! ",#859,60692,Chesterfield Bar,"29 июля, Суббота"
"Квиз, плиз! [стрим] ",#353,61020,"Везде, где есть интернет","29 июля, Суббота"
[18+] ,#7,60681,"Дорогая, я перезвоню","29 июля, Суббота"
"Квиз, плиз! ",#858,60676,Резиденция,"29 июля, Суббота"
[новички] ,#858,60691,Chesterfield Bar,"29 июля, Суббота"
[кино и музыка] ,#137,60683,CLUB LIBERTY BAR,"28 июля, Пятница"
"Квиз, плиз! ",#859,60690,Chesterfield Bar,"28 июля, Пятница"
"Квиз, плиз! ",#859,60675,Резиденция,"28 июля, Пятница"
"Квиз, плиз! [зумеры vs бумеры] ",#2,60686,Известия Hall,"28 июля, Пятница"
"Квиз, плиз! [стрим] ",#352,61018,"Везде, где есть интернет","28 июля, Пятница"
"Квиз, плиз! ",#858,60684,Papa' S Bar & Grill,"28 июля, Пятница"
[music party] ,#8,60682,CLUB LIBERTY BAR,"27 июля, Четверг"
[кино и музыка] ,#137,60685,MT Music Bar,"27 июля, Четверг"
[назад в 2000-е] ,#4,60674,Резиденция,"27 июля, Четверг"
"Квиз, плиз! ",#857,60680,"Дорогая, я перезвоню","27 июля, Четверг"
"Квиз, плиз! ",#858,60689,Chesterfield Bar,"27 июля, Четверг"
[18+] ,#7,60679,Old School Pub,"26 июля, Среда"
"Квиз, плиз! ",#857,60673,Резиденция,"26 июля, Среда"
"Квиз, плиз! ",#858,60688,Chesterfield Bar,"26 июля, Среда"
[кино и музыка] ,#137,60672,Резиденция,"25 июля, Вторник"
"Квиз, плиз! ",#857,60687,Chesterfield Bar,"25 июля, Вторник"
[18+] ,#7,60538,Chesterfield Bar,"24 июля, Понедельник"
"Квиз, плиз! ",#857,60671,Резиденция,"24 июля, Понедельник"
300к1 [стрим] 18+ ,#2,60667,"Везде, где есть интернет","23 июля, Воскресенье"
"Квиз, плиз! ",#856,60320,Chesterfield Bar,"23 июля, Воскресенье"
[music party] ,#8,60318,Резиденция,"23 июля, Воскресенье"
[кино и музыка] ,#137,60321,Chesterfield Bar,"23 июля, Воскресенье"
"Квиз, плиз! ",#856,60315,Chesterfield Bar,"22 июля, Суббота"
"Квиз, плиз! [стрим] ",#351,60670,"Везде, где есть интернет","22 июля, Суббота"
"Квиз, плиз! ",#855,60317,Резиденция,"22 июля, Суббота"
"Квиз, плиз! ",#856,60319,"Дорогая, я перезвоню","22 июля, Суббота"
[назад в 2000-е] ,#4,60316,Chesterfield Bar,"22 июля, Суббота"
[новички] ,#855,60314,Резиденция,"21 июля, Пятница"
[про футбол] ,#4,60366,CLUB LIBERTY BAR,"21 июля, Пятница"
"Квиз, плиз! ",#856,60313,Chesterfield Bar,"21 июля, Пятница"
"Квиз, плиз! [стрим] ",#350,60668,"Везде, где есть интернет","21 июля, Пятница"
"Квиз, плиз! ",#855,60312,Papa' S Bar & Grill,"21 июля, Пятница"
[music party] ,#8,60292,CLUB LIBERTY BAR,"20 июля, Четверг"
[кино и музыка] ,#137,60290,Известия Hall,"20 июля, Четверг"
[назад в СССР] ,#6,60293,Резиденция,"20 июля, Четверг"
"Квиз, плиз! ",#855,60291,"Дорогая, я перезвоню","20 июля, Четверг"
"Квиз, плиз! ",#855,60289,Chesterfield Bar,"20 июля, Четверг"
[про футбол] ,#4,60288,Old School Pub,"19 июля, Среда"
"Квиз, плиз! ",#854,60286,Chesterfield Bar,"19 июля, Среда"
Кино и музыка [новички] ,#136,60287,Резиденция,"19 июля, Среда"
"Квиз, плиз! ",#854,60284,Резиденция,"18 июля, Вторник"
[МСК vs СПБ] ,#4,60285,Chesterfield Bar,"18 июля, Вторник"
[назад в 2000-е] ,#4,60206,Chesterfield Bar,"17 июля, Понедельник"
"Квиз, плиз! ",#854,60283,Резиденция,"17 июля, Понедельник"
"Квиз, плиз! ",#853,59972,Chesterfield Bar,"16 июля, Воскресенье"
Кино и музыка [стрим] ,#83,60246,"Везде, где есть интернет","16 июля, Воскресенье"
"Квиз, плиз! ",#852,59971,Резиденция,"16 июля, Воскресенье"
[music party] ,#8,59973,Chesterfield Bar,"16 июля, Воскресенье"
"Квиз, плиз! ",#853,59954,Chesterfield Bar,"15 июля, Суббота"
"Квиз, плиз! [стрим] ",#349,60242,"Везде, где есть интернет","15 июля, Суббота"
[300к1] ,#6,59953,"Дорогая, я перезвоню","15 июля, Суббота"
[кино и музыка] ,#136,59952,Резиденция,"15 июля, Суббота"
[новички] ,#852,59951,Chesterfield Bar,"15 июля, Суббота"
[шазам] 90-е ,#2,59950,CLUB LIBERTY BAR,"14 июля, Пятница"
"Квиз, плиз! ",#853,59948,Chesterfield Bar,"14 июля, Пятница"
"Квиз, плиз! ",#853,59949,Резиденция,"14 июля, Пятница"
"Квиз, плиз! [стрим] ",#348,60241,"Везде, где есть интернет","14 июля, Пятница"
"Квиз, плиз! ",#852,59947,Papa' S Bar & Grill,"14 июля, Пятница"
[кино и музыка] ,#136,59945,"Дорогая, я перезвоню","13 июля, Четверг"
[назад в СССР] ,#6,59946,CLUB LIBERTY BAR,"13 июля, Четверг"
[про футбол] ,#4,59919,Известия Hall,"13 июля, Четверг"
"Квиз, плиз! ",#852,59943,Chesterfield Bar,"13 июля, Четверг"
"Квиз, плиз! ",#852,59944,Резиденция,"13 июля, Четверг"
[music party] ,#8,59934,Old School Pub,"12 июля, Среда"
[новички] ,#851,59939,Резиденция,"12 июля, Среда"
"Квиз, плиз! ",#851,59938,Chesterfield Bar,"12 июля, Среда"
[кино и музыка] ,#136,59937,Резиденция,"11 июля, Вторник"
"Квиз, плиз! ",#851,59936,Chesterfield Bar,"11 июля, Вторник"
[music party] ,#8,59861,Chesterfield Bar,"10 июля, Понедельник"
"Квиз, плиз! ",#851,59935,Резиденция,"10 июля, Понедельник"
"Квиз, плиз! ",#850,59665,Chesterfield Bar,"9 июля, Воскресенье"
Шазам: Рашн эдишн [стрим] ,#3,59940,"Везде, где есть интернет","9 июля, Воскресенье"
[литература] ,#4,59648,Резиденция,"9 июля, Воскресенье"
[кино и музыка] ,#136,59664,Chesterfield Bar,"9 июля, Воскресенье"
"Квиз, плиз! ",#850,59663,Chesterfield Bar,"8 июля, Суббота"
"Квиз, плиз! [стрим] ",#347,59942,"Везде, где есть интернет","8 июля, Суббота"
"Квиз, плиз! ",#849,59647,Резиденция,"8 июля, Суббота"
[назад в СССР] ,#6,59662,Chesterfield Bar,"8 июля, Суббота"
[шазам] 90-е ,#2,59656,CLUB LIBERTY BAR,"7 июля, Пятница"
"Квиз, плиз! ",#850,59661,Chesterfield Bar,"7 июля, Пятница"
"Квиз, плиз! ",#850,59646,Резиденция,"7 июля, Пятница"
"Квиз, плиз! [стрим] ",#346,59941,"Везде, где есть интернет","7 июля, Пятница"
"Квиз, плиз! ",#849,59760,Papa' S Bar & Grill,"7 июля, Пятница"
[300к1] ,#6,59655,CLUB LIBERTY BAR,"6 июля, Четверг"
[music party] Фабрика звёзд ,#1,59820,Bla Bla Bar,"6 июля, Четверг"
[кино и музыка] ,#136,59645,Резиденция,"6 июля, Четверг"
"Квиз, плиз! ",#849,59650,"Дорогая, я перезвоню","6 июля, Четверг"
"Квиз, плиз! ",#849,59660,Chesterfield Bar,"6 июля, Четверг"
[OVER 1000] ,#6,59460,Резиденция,"5 июля, Среда"
"Квиз, плиз! ",#848,59659,Chesterfield Bar,"5 июля, Среда"
Кино и музыка [новички] ,#135,59657,Old School Pub,"5 июля, Среда"
[новички] ,#848,59644,Резиденция,"4 июля, Вторник"
"Квиз, плиз! ",#848,59658,Chesterfield Bar,"4 июля, Вторник"
[назад в СССР] ,#6,59459,Chesterfield Bar,"3 июля, Понедельник"
"Квиз, плиз! ",#848,59643,Резиденция,"3 июля, Понедельник"
"Квиз, плиз! ",#847,59274,Chesterfield Bar,"2 июля, Воскресенье"
Кино и музыка [стрим] ,#82,59653,"Везде, где есть интернет","2 июля, Воскресенье"
"Квиз, плиз!.jpeg ",#3,59273,Резиденция,"2 июля, Воскресенье"
[шазам] 90-е ,#2,59275,Chesterfield Bar,"2 июля, Воскресенье"
"Квиз, плиз! ",#847,59276,Chesterfield Bar,"1 июля, Суббота"
"Квиз, плиз! [стрим] ",#345,59652,"Везде, где есть интернет","1 июля, Суббота"
[литература] ,#4,59280,"Дорогая, я перезвоню","1 июля, Суббота"
"Квиз, плиз! ",#846,59279,Резиденция,"1 июля, Суббота"
[кино и музыка] ,#135,59277,Chesterfield Bar,"1 июля, Суббота"
"Квиз, плиз! ",#846,59270,Резиденция,"30 июня, Пятница"
"Квиз, плиз! ",#847,59269,Chesterfield Bar,"30 июня, Пятница"
"Квиз, плиз! ",#847,59271,CLUB LIBERTY BAR,"30 июня, Пятница"
"Квиз, плиз! [стрим] ",#344,59651,"Везде, где есть интернет","30 июня, Пятница"
[литература] ,#4,59143,Резиденция,"29 июня, Четверг"
[Телеигры] ,#2,59284,MT Music Bar,"29 июня, Четверг"
[шазам] 90-е ,#2,59282,CLUB LIBERTY BAR,"29 июня, Четверг"
"Квиз, плиз! ",#846,59281,"Дорогая, я перезвоню","29 июня, Четверг"
"Квиз, плиз! ",#846,59278,Chesterfield Bar,"29 июня, Четверг"
[300к1] ,#6,59268,Old School Pub,"28 июня, Среда"
[новички] ,#845,59267,Резиденция,"28 июня, Среда"
"Квиз, плиз! ",#845,59266,Chesterfield Bar,"28 июня, Среда"
[кино и музыка] ,#135,59250,Резиденция,"27 июня, Вторник"
"Квиз, плиз! ",#845,59251,Chesterfield Bar,"27 июня, Вторник"
[шазам] 90-е ,#2,59142,Chesterfield Bar,"26 июня, Понедельник"
"Квиз, плиз! ",#845,59249,Резиденция,"26 июня, Понедельник"
"Квиз, плиз! ",#844,58875,Chesterfield Bar,"25 июня, Воскресенье"
Сериалы [стрим] ,#5,59381,"Везде, где есть интернет","25 июня, Воскресенье"
[music party] Фабрика звёзд ,#1,58876,Профсоюз,"25 июня, Воскресенье"
[про кино] Гарри Поттер ,#2,58913,Резиденция,"25 июня, Воскресенье"
[кино и музыка] ,#135,58874,Chesterfield Bar,"25 июня, Воскресенье"
"Квиз, плиз! ",#844,58871,Chesterfield Bar,"24 июня, Суббота"
"Квиз, плиз! [стрим] ",#343,59380,"Везде, где есть интернет","24 июня, Суббота"
[300к1] ,#6,58872,"Дорогая, я перезвоню","24 июня, Суббота"
"Квиз, плиз! ",#843,58873,Резиденция,"24 июня, Суббота"
[новички] ,#843,58870,Chesterfield Bar,"24 июня, Суббота"
[Телеигры] ,#2,58868,Резиденция,"23 июня, Пятница"
"Квиз, плиз! ",#843,58869,CLUB LIBERTY BAR,"23 июня, Пятница"
"Квиз, плиз! ",#844,58867,Chesterfield Bar,"23 июня, Пятница"
"Квиз, плиз! [стрим] ",#342,59379,"Везде, где есть интернет","23 июня, Пятница"
[300к1] ,#6,58866,Известия Hall,"22 июня, Четверг"
[кино и музыка] ,#135,58863,Резиденция,"22 июня, Четверг"
[Король и Шут] ,#1,58865,CLUB LIBERTY BAR,"22 июня, Четверг"
"Квиз, плиз! ",#843,58862,Chesterfield Bar,"22 июня, Четверг"
"Квиз, плиз!.jpeg ",#3,58864,"Дорогая, я перезвоню","22 июня, Четверг"
"Квиз, плиз! ",#842,58859,Chesterfield Bar,"21 июня, Среда"
"Квиз, плиз! [турбо] ",#6,58860,Резиденция,"21 июня, Среда"
Кино и музыка [новички] ,#134,58861,Old School Pub,"21 июня, Среда"
[новички] ,#842,58857,Резиденция,"20 июня, Вторник"
"Квиз, плиз! ",#842,58858,Chesterfield Bar,"20 июня, Вторник"
[300к1] ,#6,58809,Chesterfield Bar,"19 июня, Понедельник"
"Квиз, плиз! ",#842,58856,Резиденция,"19 июня, Понедельник"
"Квиз, плиз! ",#841,58485,Chesterfield Bar,"18 июня, Воскресенье"
Кино и музыка [стрим] ,#81,58932,"Везде, где есть интернет","18 июня, Воскресенье"
[кино и музыка] ,#134,58498,Резиденция,"18 июня, Воскресенье"
[Телеигры] ,#2,58486,Chesterfield Bar,"18 июня, Воскресенье"
"Квиз, плиз! ",#841,58487,Chesterfield Bar,"17 июня, Суббота"
"Квиз, плиз! [стрим] ",#341,58933,"Везде, где есть интернет","17 июня, Суббота"
[про кино] Гарри Поттер ,#2,58515,"Дорогая, я перезвоню","17 июня, Суббота"
"Квиз, плиз! ",#840,58497,Резиденция,"17 июня, Суббота"
"Квиз, плиз! ",#841,59153,МИР,"17 июня, Суббота"
[music party] Фабрика звёзд ,#1,58488,Chesterfield Bar,"17 июня, Суббота"
[кино и музыка] ,#134,58496,Резиденция,"16 июня, Пятница"
"Квиз, плиз! ",#840,58513,CLUB LIBERTY BAR,"16 июня, Пятница"
"Квиз, плиз! [стрим] ",#340,58934,"Везде, где есть интернет","16 июня, Пятница"
"Квиз, плиз! [турбо] ",#6,58489,Chesterfield Bar,"16 июня, Пятница"
"Квиз, плиз! ",#841,59152,Papa' S Bar & Grill,"16 июня, Пятница"
[кино и музыка] ,#134,58516,MT Music Bar,"15 июня, Четверг"
[Телеигры] ,#2,58512,CLUB LIBERTY BAR,"15 июня, Четверг"
"Квиз, плиз! ",#839,58511,"Дорогая, я перезвоню","15 июня, Четверг"
"Квиз, плиз! ",#840,58490,Chesterfield Bar,"15 июня, Четверг"
"Квиз, плиз!.jpeg ",#3,58495,Резиденция,"15 июня, Четверг"
[music party] Фабрика звёзд ,#1,58510,Old School Pub,"14 июня, Среда"
[новички] ,#839,58494,Резиденция,"14 июня, Среда"
"Квиз, плиз! ",#840,58491,Chesterfield Bar,"14 июня, Среда"
[music party] Фабрика звёзд ,#1,58434,Chesterfield Bar,"13 июня, Вторник"
"Квиз, плиз! ",#839,58493,Резиденция,"13 июня, Вторник"
"Квиз, плиз! ",#839,58312,Chesterfield Bar,"12 июня, Понедельник"
Про историю [стрим] ,#1,58724,"Везде, где есть интернет","12 июня, Понедельник"
"Квиз, плиз! ",#838,58313,Резиденция,"12 июня, Понедельник"
[Телеигры] ,#2,58310,Chesterfield Bar,"12 июня, Понедельник"
"Квиз, плиз! ",#838,58121,Chesterfield Bar,"11 июня, Воскресенье"
"Квиз, плиз! [стрим] ",#339,58483,"Везде, где есть интернет","11 июня, Воскресенье"
[Король и Шут] ,#1,58112,Резиденция,"11 июня, Воскресенье"
Видеоигры [стрим] ,#3,58482,"Везде, где есть интернет","11 июня, Воскресенье"
[кино и музыка] ,#134,58120,Chesterfield Bar,"11 июня, Воскресенье"
[про кино] ,#3,58125,Bla Bla Bar,"11 июня, Воскресенье"
"Квиз, плиз! ",#838,58119,Chesterfield Bar,"10 июня, Суббота"
"Квиз, плиз! [стрим] ",#338,58481,"Везде, где есть интернет","10 июня, Суббота"
[рок] ,#2,58124,"Дорогая, я перезвоню","10 июня, Суббота"
"Квиз, плиз! ",#837,58110,Резиденция,"10 июня, Суббота"
Зумеры vs бумеры [стрим] ,#1,58499,"Везде, где есть интернет","10 июня, Суббота"
"Квиз, плиз!.jpeg ",#3,58118,Chesterfield Bar,"10 июня, Суббота"
[новички] ,#837,58109,Резиденция,"9 июня, Пятница"
[про кино] Гарри Поттер ,#2,58127,CLUB LIBERTY BAR,"9 июня, Пятница"
"Квиз, плиз! ",#837,58129,Известия Hall,"9 июня, Пятница"
"Квиз, плиз! ",#838,58117,Chesterfield Bar,"9 июня, Пятница"
"Квиз, плиз! [стрим] ",#337,58480,"Везде, где есть интернет","9 июня, Пятница"
[кино и музыка] ,#134,58108,Резиденция,"8 июня, Четверг"
[кино и музыка] рашн эдишн ,#4,58123,"Дорогая, я перезвоню","8 июня, Четверг"
"Квиз, плиз! ",#837,58116,Chesterfield Bar,"8 июня, Четверг"
"Квиз, плиз! ",#837,58126,CLUB LIBERTY BAR,"8 июня, Четверг"
"Квиз, плиз!.jpeg ",#3,58128,Известия Hall,"8 июня, Четверг"
[Король и Шут] ,#1,58050,Резиденция,"7 июня, Среда"
"Квиз, плиз! ",#836,58115,Chesterfield Bar,"7 июня, Среда"
Кино и музыка [новички] ,#133,58122,Old School Pub,"7 июня, Среда"
[новички] ,#836,58107,Резиденция,"6 июня, Вторник"
"Квиз, плиз! ",#836,58113,Chesterfield Bar,"6 июня, Вторник"
"Квиз, плиз! ",#836,58106,Резиденция,"5 июня, Понедельник"
"Квиз, плиз!.jpeg ",#3,57959,Chesterfield Bar,"5 июня, Понедельник"
"Квиз, плиз! ",#835,57800,Chesterfield Bar,"4 июня, Воскресенье"
Кино и музыка [стрим] ,#80,58092,"Везде, где есть интернет","4 июня, Воскресенье"
[про кино] ,#3,57801,Резиденция,"4 июня, Воскресенье"
[кино и музыка] ,#133,57799,Chesterfield Bar,"4 июня, Воскресенье"
"Квиз, плиз! ",#835,57827,Chesterfield Bar,"3 июня, Суббота"
"Квиз, плиз! [стрим] ",#336,58091,"Везде, где есть интернет","3 июня, Суббота"
